Time,GMSL,GMSL uncertainty
1952-09-15,-59.1,7.6
1952-10-15,-57.8,7.6
1952-11-15,-53.2,7.6
1952-12-15,-52.7,7.6
1953-01-15,-53.1,7.5
1953-02-15,-56.0,7.5
1953-03-15,-57.8,7.5
1953-04-15,-55.8,7.5
1953-05-15,-52.5,7.5
1953-06-15,-49.9,7.4
1953-07-15,-52.4,7.5
1953-08-15,-55.0,7.5
1953-09-15,-57.6,7.4
1953-10-15,-59.8,7.4
1953-11-15,-60.5,7.4
1953-12-15,-61.2,7.4
1954-01-15,-59.0,7.4
1954-02-15,-57.6,7.4
1954-03-15,-56.9,7.4
1954-04-15,-59.2,7.3
1954-05-15,-58.9,7.3
1954-06-15,-61.8,7.3
1954-07-15,-64.4,7.3
1954-08-15,-65.2,7.3
1954-09-15,-62.9,7.3
1954-10-15,-58.0,7.3
1954-11-15,-52.8,7.3
1954-12-15,-50.5,7.3
1955-01-15,-48.8,7.2
1955-02-15,-49.1,7.1
1955-03-15,-52.4,7.1
1955-04-15,-56.5,7.1
1955-05-15,-61.2,7.1
1955-06-15,-64.2,7.1
1955-07-15,-66.3,7.1
1955-08-15,-63.1,7.1
1955-09-15,-62.0,7.1
1955-10-15,-57.5,7.1
1955-11-15,-57.0,7.1
1955-12-15,-57.6,7.1
1956-01-15,-58.6,7.1
1956-02-15,-62.2,7.1
1956-03-15,-61.4,7.1
1956-04-15,-58.5,7.1
1956-05-15,-58.5,7.0
1956-06-15,-60.0,7.0
1956-07-15,-64.9,7.0
1956-08-15,-66.1,7.0
1956-09-15,-66.8,7.0
1956-10-15,-67.2,7.0
1956-11-15,-67.3,7.0
1956-12-15,-65.9,7.2
1957-01-15,-61.3,7.1
1957-02-15,-53.1,7.1
1957-03-15,-48.9,7.1
1957-04-15,-47.2,7.1
1957-05-15,-45.5,7.1
1957-06-15,-45.4,7.1
1957-07-15,-45.7,6.8
1957-08-15,-48.8,6.8
1957-09-15,-49.6,6.8
1957-10-15,-50.7,6.8
1957-11-15,-49.5,6.8
1957-12-15,-50.5,6.8
1958-01-15,-48.5,6.7
1958-02-15,-49.0,6.7
1958-03-15,-48.9,6.7
1958-04-15,-51.4,6.7
1958-05-15,-50.9,6.7
1958-06-15,-51.0,6.7
1958-07-15,-49.8,6.6
1958-08-15,-49.2,6.6
1958-09-15,-47.9,6.6
1958-10-15,-45.6,6.6
1958-11-15,-44.2,6.6
1958-12-15,-43.3,6.6
1959-01-15,-45.4,6.5
1959-02-15,-48.7,6.5
1959-03-15,-50.8,6.5
1959-04-15,-50.1,6.5
1959-05-15,-49.7,6.5
1959-06-15,-48.3,6.5
1959-07-15,-48.0,6.5
1959-08-15,-45.6,6.5
1959-09-15,-46.6,6.5
1959-10-15,-45.0,6.5
1959-11-15,-49.4,6.6
1959-12-15,-48.6,6.6
1960-01-15,-48.9,6.6
1960-02-15,-44.9,6.6
1960-03-15,-45.1,6.6
1960-04-15,-43.1,6.6
1960-05-15,-42.5,6.6
1960-06-15,-42.9,6.6
1960-07-15,-44.1,6.6
1960-08-15,-44.9,6.6
1960-09-15,-45.4,6.6
1960-10-15,-44.7,6.6
1960-11-15,-43.9,6.6
1960-12-15,-40.8,6.6
1961-01-15,-38.0,6.6
1961-02-15,-33.2,6.6
1961-03-15,-32.8,6.6
1961-04-15,-32.4,6.6
1961-05-15,-34.8,6.6
1961-06-15,-36.9,6.6
1961-07-15,-37.8,6.6
1961-08-15,-38.8,6.6
1961-09-15,-40.0,6.6
1961-10-15,-43.1,6.6
1961-11-15,-45.1,6.6
1961-12-15,-44.2,6.7
1962-01-15,-44.3,6.7
1962-02-15,-42.8,6.7
1962-03-15,-44.1,6.6
1962-04-15,-44.6,6.6
1962-05-15,-45.4,6.6
1962-06-15,-45.1,6.6
1962-07-15,-46.6,6.6
1962-08-15,-43.7,6.6
1962-09-15,-42.3,6.6
1962-10-15,-39.1,6.6
1962-11-15,-40.1,6.6
1962-12-15,-41.7,6.7
1963-01-15,-40.5,6.6
1963-02-15,-40.7,6.6
1963-03-15,-40.8,6.6
1963-04-15,-42.8,6.6
1963-05-15,-44.2,6.7
1963-06-15,-45.7,6.7
1963-07-15,-47.0,6.7
1963-08-15,-48.3,6.7
1963-09-15,-45.9,6.6
1963-10-15,-47.1,6.6
1963-11-15,-45.3,6.6
1963-12-15,-50.8,6.6
1964-01-15,-55.0,6.6
1964-02-15,-59.3,6.6
1964-03-15,-60.2,6.6
1964-04-15,-60.7,6.6
1964-05-15,-56.2,6.6
1964-06-15,-50.8,6.7
1964-07-15,-46.8,6.7
1964-08-15,-46.6,6.7
1964-09-15,-48.5,6.7
1964-10-15,-51.3,6.7
1964-11-15,-50.8,6.7
1964-12-15,-47.7,6.8
1965-01-15,-43.3,6.7
1965-02-15,-38.8,6.7
1965-03-15,-40.8,6.8
1965-04-15,-44.0,6.7
1965-05-15,-47.6,6.7
1965-06-15,-46.7,6.6
1965-07-15,-43.5,6.5
1965-08-15,-40.0,6.5
1965-09-15,-36.6,6.6
1965-10-15,-38.2,6.6
1965-11-15,-38.7,6.7
1965-12-15,-40.3,6.7
1966-01-15,-40.9,6.5
1966-02-15,-42.9,6.5
1966-03-15,-45.4,6.4
1966-04-15,-47.5,6.5
1966-05-15,-48.6,6.5
1966-06-15,-48.9,6.5
1966-07-15,-47.1,6.5
1966-08-15,-46.7,6.5
1966-09-15,-46.7,6.6
1966-10-15,-48.1,6.6
1966-11-15,-51.5,6.6
1966-12-15,-49.3,6.6
1967-01-15,-50.5,6.6
1967-02-15,-50.2,6.6
1967-03-15,-52.5,6.6
1967-04-15,-50.9,6.5
1967-05-15,-49.4,6.6
1967-06-15,-44.6,6.5
1967-07-15,-44.0,6.5
1967-08-15,-42.0,6.5
1967-09-15,-41.7,6.5
1967-10-15,-41.0,6.5
1967-11-15,-40.4,6.5
1967-12-15,-40.1,6.6
1968-01-15,-39.6,6.7
1968-02-15,-42.0,6.7
1968-03-15,-48.0,6.7
1968-04-15,-53.0,6.7
1968-05-15,-56.7,6.7
1968-06-15,-55.3,6.7
1968-07-15,-50.9,6.7
1968-08-15,-43.5,6.7
1968-09-15,-39.6,6.7
1968-10-15,-36.0,6.7
1968-11-15,-35.7,6.7
1968-12-15,-37.4,6.9
1969-01-15,-35.8,6.9
1969-02-15,-37.2,6.9
1969-03-15,-36.2,7.0
1969-04-15,-37.4,7.0
1969-05-15,-38.6,7.0
1969-06-15,-39.1,7.0
1969-07-15,-41.1,7.0
1969-08-15,-38.9,7.0
1969-09-15,-37.9,7.0
1969-10-15,-36.5,7.0
1969-11-15,-37.9,7.0
1969-12-15,-39.4,7.0
1970-01-15,-38.8,7.0
1970-02-15,-37.6,7.0
1970-03-15,-38.2,7.0
1970-04-15,-41.1,6.9
1970-05-15,-41.3,6.9
1970-06-15,-41.0,6.9
1970-07-15,-42.6,6.9
1970-08-15,-41.9,7.0
1970-09-15,-42.4,7.0
1970-10-15,-38.7,7.0
1970-11-15,-38.6,7.0
1970-12-15,-37.1,7.0
1971-01-15,-34.9,7.0
1971-02-15,-31.7,7.0
1971-03-15,-30.7,7.0
1971-04-15,-31.4,6.9
1971-05-15,-35.2,6.9
1971-06-15,-37.7,6.9
1971-07-15,-38.5,6.9
1971-08-15,-36.5,6.9
1971-09-15,-33.1,6.9
1971-10-15,-33.5,6.9
1971-11-15,-35.9,6.9
1971-12-15,-37.6,6.9
1972-01-15,-34.0,6.9
1972-02-15,-29.2,6.9
1972-03-15,-25.3,7.1
1972-04-15,-24.6,7.1
1972-05-15,-22.6,6.9
1972-06-15,-20.2,6.9
1972-07-15,-19.1,6.9
1972-08-15,-23.1,6.9
1972-09-15,-25.7,6.9
1972-10-15,-27.9,6.9
1972-11-15,-26.9,6.9
1972-12-15,-28.5,6.9
1973-01-15,-33.2,6.9
1973-02-15,-33.6,6.9
1973-03-15,-34.6,6.9
1973-04-15,-31.7,6.9
1973-05-15,-33.8,6.9
1973-06-15,-32.7,6.8
1973-07-15,-34.4,6.8
1973-08-15,-34.4,6.8
1973-09-15,-34.5,6.8
1973-10-15,-31.6,6.8
1973-11-15,-24.7,6.8
1973-12-15,-19.9,6.8
1974-01-15,-15.4,6.8
1974-02-15,-16.5,6.8
1974-03-15,-17.6,6.8
1974-04-15,-17.4,6.8
1974-05-15,-17.7,6.8
1974-06-15,-18.3,6.8
1974-07-15,-20.4,6.8
1974-08-15,-22.1,6.8
1974-09-15,-23.0,6.8
1974-10-15,-23.8,6.8
1974-11-15,-22.6,6.8
1974-12-15,-21.8,6.8
1975-01-15,-21.1,6.8
1975-02-15,-20.2,6.8
1975-03-15,-18.7,6.8
1975-04-15,-20.0,6.7
1975-05-15,-21.3,6.7
1975-06-15,-23.4,6.7
1975-07-15,-23.4,6.7
1975-08-15,-22.0,6.7
1975-09-15,-21.3,6.7
1975-10-15,-20.7,6.7
1975-11-15,-20.5,6.8
1975-12-15,-22.7,6.8
1976-01-15,-22.9,6.8
1976-02-15,-25.7,6.8
1976-03-15,-24.4,6.8
1976-04-15,-23.2,6.8
1976-05-15,-22.5,6.8
1976-06-15,-20.4,6.8
1976-07-15,-21.6,6.8
1976-08-15,-23.5,6.8
1976-09-15,-22.2,6.8
1976-10-15,-22.6,6.7
1976-11-15,-19.7,6.7
1976-12-15,-19.5,6.7
1977-01-15,-20.9,6.7
1977-02-15,-23.6,6.7
1977-03-15,-25.4,6.7
1977-04-15,-27.6,6.7
1977-05-15,-27.1,6.7
1977-06-15,-26.5,6.6
1977-07-15,-25.5,6.6
1977-08-15,-24.8,6.6
1977-09-15,-23.8,6.5
1977-10-15,-23.1,6.5
1977-11-15,-21.0,6.5
1977-12-15,-18.3,6.6
1978-01-15,-15.7,6.6
1978-02-15,-12.0,6.6
1978-03-15,-13.0,6.6
1978-04-15,-13.3,6.6
1978-05-15,-17.0,6.6
1978-06-15,-18.5,6.6
1978-07-15,-19.9,6.7
1978-08-15,-18.3,6.7
1978-09-15,-18.0,6.7
1978-10-15,-17.7,6.7
1978-11-15,-22.2,6.7
1978-12-15,-25.2,6.7
1979-01-15,-28.0,6.7
1979-02-15,-26.9,6.7
1979-03-15,-25.8,6.7
1979-04-15,-26.1,6.7
1979-05-15,-27.5,6.7
1979-06-15,-27.1,6.7
1979-07-15,-24.7,6.7
1979-08-15,-19.9,6.7
1979-09-15,-17.3,6.7
1979-10-15,-14.9,6.7
1979-11-15,-17.2,6.5
1979-12-15,-15.0,6.5
1980-01-15,-15.2,6.5
1980-02-15,-14.1,6.5
1980-03-15,-16.1,6.4
1980-04-15,-15.8,6.5
1980-05-15,-16.1,6.5
1980-06-15,-16.7,6.5
1980-07-15,-19.2,6.6
1980-08-15,-21.0,6.6
1980-09-15,-21.0,6.6
1980-10-15,-19.2,6.6
1980-11-15,-14.0,6.6
1980-12-15,-9.9,6.6
1981-01-15,-7.8,6.5
1981-02-15,-6.8,6.5
1981-03-15,-5.0,6.6
1981-04-15,-4.0,6.6
1981-05-15,-2.7,6.6
1981-06-15,-2.2,6.5
1981-07-15,-3.9,6.5
1981-08-15,-3.1,6.4
1981-09-15,-4.1,6.4
1981-10-15,-2.0,6.4
1981-11-15,-2.9,6.4
1981-12-15,-4.4,6.4
1982-01-15,-8.2,6.4
1982-02-15,-9.3,6.4
1982-03-15,-10.6,6.4
1982-04-15,-13.1,6.4
1982-05-15,-13.5,6.4
1982-06-15,-14.7,6.3
1982-07-15,-15.8,6.3
1982-08-15,-14.4,6.3
1982-09-15,-10.3,6.3
1982-10-15,-4.7,6.2
1982-11-15,-2.1,6.2
1982-12-15,-1.6,6.4
1983-01-15,0.2,6.4
1983-02-15,-0.5,6.5
1983-03-15,1.1,6.5
1983-04-15,4.3,6.5
1983-05-15,7.5,6.5
1983-06-15,6.0,6.5
1983-07-15,1.8,6.5
1983-08-15,-5.9,6.4
1983-09-15,-6.7,6.4
1983-10-15,-9.7,6.5
1983-11-15,-6.8,6.5
1983-12-15,-8.9,6.5
1984-01-15,-7.5,6.5
1984-02-15,-6.3,6.5
1984-03-15,-3.0,6.4
1984-04-15,-2.2,6.3
1984-05-15,-1.2,6.3
1984-06-15,1.0,6.3
1984-07-15,0.6,6.3
1984-08-15,2.0,6.3
1984-09-15,-0.2,6.3
1984-10-15,-1.1,6.3
1984-11-15,-4.4,6.3
1984-12-15,-6.4,6.4
1985-01-15,-10.4,6.2
1985-02-15,-9.5,6.2
1985-03-15,-11.7,6.2
1985-04-15,-11.7,6.2
1985-05-15,-13.5,6.3
1985-06-15,-13.1,6.3
1985-07-15,-13.7,6.3
1985-08-15,-15.4,6.3
1985-09-15,-14.6,6.3
1985-10-15,-13.9,6.3
1985-11-15,-12.5,6.3
1985-12-15,-12.2,6.3
1986-01-15,-10.8,6.3
1986-02-15,-9.7,6.3
1986-03-15,-10.3,6.3
1986-04-15,-10.5,6.3
1986-05-15,-11.8,6.3
1986-06-15,-11.0,6.3
1986-07-15,-13.3,6.3
1986-08-15,-12.5,6.3
1986-09-15,-13.5,6.3
1986-10-15,-13.9,6.3
1986-11-15,-14.3,6.2
1986-12-15,-13.1,6.2
1987-01-15,-11.2,6.2
1987-02-15,-8.5,6.2
1987-03-15,-10.8,6.2
1987-04-15,-12.4,6.3
1987-05-15,-10.9,6.3
1987-06-15,-9.3,6.3
1987-07-15,-8.2,6.3
1987-08-15,-13.5,6.3
1987-09-15,-15.3,6.2
1987-10-15,-16.7,6.2
1987-11-15,-12.1,6.2
1987-12-15,-8.6,6.3
1988-01-15,-9.1,6.3
1988-02-15,-7.8,6.2
1988-03-15,-9.9,6.3
1988-04-15,-8.2,6.3
1988-05-15,-8.1,6.3
1988-06-15,-6.6,6.3
1988-07-15,-6.4,6.3
1988-08-15,-4.8,6.3
1988-09-15,-3.3,6.3
1988-10-15,-2.6,6.3
1988-11-15,-4.9,6.3
1988-12-15,-9.4,6.4
1989-01-15,-9.4,6.4
1989-02-15,-8.0,6.3
1989-03-15,-2.4,6.3
1989-04-15,-1.6,6.3
1989-05-15,-1.1,6.3
1989-06-15,-3.0,6.3
1989-07-15,-2.7,6.3
1989-08-15,-1.0,6.4
1989-09-15,0.3,6.4
1989-10-15,0.6,6.4
1989-11-15,1.1,6.4
1989-12-15,-0.6,6.4
1990-01-15,-0.2,6.5
1990-02-15,-2.6,6.5
1990-03-15,-4.4,6.5
1990-04-15,-3.9,6.5
1990-05-15,-4.1,6.5
1990-06-15,-0.0,6.5
1990-07-15,-0.2,6.5
1990-08-15,2.8,6.5
1990-09-15,3.0,6.5
1990-10-15,3.8,6.5
1990-11-15,4.3,6.5
1990-12-15,1.6,6.5
1991-01-15,3.0,6.5
1991-02-15,3.7,6.5
1991-03-15,5.0,6.5
1991-04-15,1.4,6.5
1991-05-15,-1.0,6.5
1991-06-15,-1.4,6.5
1991-07-15,1.0,6.5
1991-08-15,3.6,6.5
1991-09-15,3.8,6.5
1991-10-15,4.1,6.5
1991-11-15,4.0,6.5
1991-12-15,2.9,6.6
1992-01-15,5.0,6.6
1992-02-15,6.0,6.6
1992-03-15,4.6,6.5
1992-04-15,3.1,6.6
1992-05-15,0.6,6.6
1992-06-15,1.0,6.6
1992-07-15,0.3,6.6
1992-08-15,0.6,6.6
1992-09-15,2.2,6.5
1992-10-15,5.5,6.5
1992-11-15,5.1,6.5
1992-12-15,4.0,6.6
1993-01-15,2.7,6.6
1993-02-15,3.8,6.6
1993-03-15,6.3,6.6
1993-04-15,8.3,6.6
1993-05-15,8.6,6.6
1993-06-15,4.3,6.6
1993-07-15,0.6,6.6
1993-08-15,-2.4,6.6
1993-09-15,-5.3,6.6
1993-10-15,-4.1,6.6
1993-11-15,-5.2,6.6
1993-12-15,-0.6,6.6
1994-01-15,3.4,6.6
1994-02-15,4.0,6.6
1994-03-15,6.0,6.6
1994-04-15,5.1,6.5
1994-05-15,7.4,6.5
1994-06-15,6.4,6.5
1994-07-15,9.0,6.5
1994-08-15,8.3,6.5
1994-09-15,8.0,6.5
1994-10-15,7.6,6.5
1994-11-15,5.9,6.6
1994-12-15,7.8,6.6
1995-01-15,8.6,6.6
1995-02-15,9.7,6.6
1995-03-15,10.4,6.6
1995-04-15,8.6,6.6
1995-05-15,7.7,6.6
1995-06-15,6.6,6.6
1995-07-15,7.9,6.5
1995-08-15,7.3,6.5
1995-09-15,8.6,6.5
1995-10-15,10.1,6.5
1995-11-15,12.5,6.5
1995-12-15,16.3,6.5
1996-01-15,16.2,6.6
1996-02-15,16.1,6.6
1996-03-15,11.1,6.6
1996-04-15,8.4,6.6
1996-05-15,7.5,6.6
1996-06-15,7.1,6.6
1996-07-15,13.0,6.5
1996-08-15,15.6,6.6
1996-09-15,20.7,6.6
1996-10-15,18.1,6.7
1996-11-15,16.0,6.7
1996-12-15,14.2,6.7
1997-01-15,16.5,6.6
1997-02-15,19.2,6.6
1997-03-15,22.8,6.6
1997-04-15,23.1,6.6
1997-05-15,22.7,6.6
1997-06-15,22.2,6.6
1997-07-15,17.6,6.6
1997-08-15,17.7,6.6
1997-09-15,16.9,6.6
1997-10-15,22.1,6.6
1997-11-15,22.0,6.7
1997-12-15,23.9,6.7
1998-01-15,20.4,6.7
1998-02-15,16.4,6.7
1998-03-15,11.5,6.8
1998-04-15,7.1,6.9
1998-05-15,6.5,6.8
1998-06-15,7.2,6.8
1998-07-15,9.5,6.8
1998-08-15,10.1,6.8
1998-09-15,11.6,6.8
1998-10-15,9.9,6.8
1998-11-15,8.9,6.8
1998-12-15,8.9,6.8
1999-01-15,12.5,6.8
1999-02-15,15.8,6.8
1999-03-15,20.7,6.7
1999-04-15,19.9,6.8
1999-05-15,21.9,6.8
1999-06-15,21.3,6.8
1999-07-15,23.2,6.9
1999-08-15,22.7,7.0
1999-09-15,22.2,7.0
1999-10-15,20.3,6.9
1999-11-15,16.2,6.9
1999-12-15,14.0,6.9
2000-01-15,12.8,6.8
2000-02-15,15.5,6.8
2000-03-15,19.4,6.8
2000-04-15,22.2,6.8
2000-05-15,26.2,6.8
2000-06-15,25.9,6.8
2000-07-15,27.1,6.8
2000-08-15,22.4,6.9
2000-09-15,20.0,6.8
2000-10-15,16.7,6.8
2000-11-15,17.8,6.8
2000-12-15,19.8,6.8
2001-01-15,23.8,6.7
2001-02-15,24.2,6.7
2001-03-15,27.0,6.7
2001-04-15,24.8,6.7
2001-05-15,25.3,6.7
2001-06-15,25.7,6.7
2001-07-15,27.1,6.7
2001-08-15,29.8,6.7
2001-09-15,29.9,6.7
2001-10-15,27.6,6.7
2001-11-15,24.5,6.8
2001-12-15,22.1,6.8
2002-01-15,23.1,6.8
2002-02-15,24.3,6.8
2002-03-15,25.9,6.8
2002-04-15,24.9,6.8
2002-05-15,26.5,6.8
2002-06-15,29.2,6.8
2002-07-15,29.4,6.8
2002-08-15,28.5,6.8
2002-09-15,30.0,6.8
2002-10-15,31.4,6.8
2002-11-15,34.2,6.8
2002-12-15,32.9,6.8
2003-01-15,31.8,6.7
2003-02-15,30.2,6.8
2003-03-15,29.3,6.8
2003-04-15,33.5,6.8
2003-05-15,35.9,6.8
2003-06-15,40.0,6.8
2003-07-15,40.0,7.0
2003-08-15,42.4,7.0
2003-09-15,43.6,7.1
2003-10-15,44.3,7.1
2003-11-15,41.0,6.9
2003-12-15,39.3,7.0
2004-01-15,36.3,6.9
2004-02-15,33.4,6.9
2004-03-15,33.9,7.0
2004-04-15,34.9,6.9
2004-05-15,39.2,6.9
2004-06-15,41.5,6.9
2004-07-15,40.4,6.9
2004-08-15,41.6,7.0
2004-09-15,38.6,7.0
2004-10-15,37.3,6.9
2004-11-15,34.5,6.9
2004-12-15,34.6,6.9
2005-01-15,36.6,6.8
2005-02-15,37.2,6.8
2005-03-15,36.2,6.9
2005-04-15,36.4,6.9
2005-05-15,37.9,6.8
2005-06-15,40.0,6.8
2005-07-15,40.7,6.8
2005-08-15,39.7,6.8
2005-09-15,36.6,6.8
2005-10-15,36.0,6.8
2005-11-15,34.7,6.8
2005-12-15,35.5,6.8
2006-01-15,35.2,6.8
2006-02-15,37.8,6.8
2006-03-15,43.0,6.8
2006-04-15,44.7,6.8
2006-05-15,43.4,6.8
2006-06-15,40.8,6.8
2006-07-15,40.3,6.8
2006-08-15,42.2,6.8
2006-09-15,43.5,6.8
2006-10-15,44.6,6.9
2006-11-15,44.2,6.9
2006-12-15,39.1,7.0
2007-01-15,35.6,7.0
2007-02-15,31.4,7.0
2007-03-15,34.3,7.1
2007-04-15,38.3,7.1
2007-05-15,45.5,7.2
2007-06-15,49.1,7.2
2007-07-15,50.5,7.2
2007-08-15,50.5,7.3
2007-09-15,47.9,7.1
2007-10-15,46.5,7.0
2007-11-15,46.8,6.9
2007-12-15,45.4,6.8
2008-01-15,46.5,6.8
2008-02-15,46.1,6.8
2008-03-15,52.5,6.8
2008-04-15,56.3,6.8
2008-05-15,60.1,6.8
2008-06-15,60.1,6.8
2008-07-15,59.3,6.8
2008-08-15,55.0,6.8
2008-09-15,50.9,6.8
2008-10-15,46.8,6.8
2008-11-15,46.8,6.8
2008-12-15,46.0,6.9
2009-01-15,47.5,6.9
2009-02-15,46.8,6.9
2009-03-15,49.0,6.9
2009-04-15,50.2,6.9
2009-05-15,55.6,6.9
2009-06-15,59.6,6.9
2009-07-15,62.7,6.9
2009-08-15,62.9,6.8
2009-09-15,63.6,6.8
2009-10-15,63.9,6.8
2009-11-15,65.6,6.9
2009-12-15,68.8,7.0
2010-01-15,67.6,7.1
2010-02-15,67.6,7.1
2010-03-15,63.2,7.1
2010-04-15,65.0,7.0
2010-05-15,61.7,7.1
2010-06-15,61.8,7.1
2010-07-15,61.0,7.1
2010-08-15,63.3,7.1
2010-09-15,65.2,7.1
2010-10-15,68.7,7.1
2010-11-15,71.1,7.1
2010-12-15,72.8,7.4
2011-01-15,70.4,7.4
2011-02-15,68.5,7.4
2011-03-15,67.2,7.5
2011-04-15,70.6,7.5
2011-05-15,72.6,7.5
2011-06-15,73.2,7.6
2011-07-15,72.1,7.6
2011-08-15,69.3,7.6
2011-09-15,67.0,7.6
2011-10-15,62.6,7.6
2011-11-15,58.7,7.6
2011-12-15,55.4,7.7
2012-01-15,58.5,7.7
2012-02-15,63.8,7.7
2012-03-15,72.5,8.3
2012-04-15,80.4,8.3
2012-05-15,82.0,8.4
2012-06-15,82.4,8.4
2012-07-15,78.1,8.4
2012-08-15,78.8,8.4
2012-09-15,78.6,8.4
2012-10-15,80.8,8.4
2012-11-15,79.4,8.4
2012-12-15,77.7,8.8
2013-01-15,70.5,8.8
2013-02-15,65.7,8.8
2013-03-15,67.0,8.8
2013-04-15,69.8,8.8
2013-05-15,72.0,8.8
2013-06-15,71.5,8.8
2013-07-15,71.2,8.8
2013-08-15,71.6,8.8
2013-09-15,68.8,8.8
2013-10-15,66.4,8.9
2013-11-15,59.7,9.0
2013-12-15,58.5,9.0
